primary_accession	country	geo_loc	collection_year	host 	pubmed	comment
JX648401	Peru	Tocache	2004	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648489	Peru	Ferreñafe	2004	Dog	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648495	Peru	Vilcashuaman	2004	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648429	Peru	Rioja	2004	Horse	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648428	Peru	Rioja	2004	Horse	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648506	Peru	La Mar	2004	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648499	Peru	Huamanga	2004	Bat	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648534	Peru	La Convencion	2004	Horse	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648393	Peru	La Convencion	2004	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648404	Peru	Tambopata	2004	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648447	Peru	Chincheros	2004	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648431	Peru	Picota	2004	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648408	Peru	Condorcanqui	2005	Pig	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648409	Peru	Condorcanqui	2005	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648406	Peru	Condorcanqui	2005	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648527	Peru	Andahuaylas	2005	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648526	Peru	Andahuaylas	2005	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648448	Peru	Huamanga	2005	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648394	Peru	Oxapampa	2005	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648395	Peru	Oxapampa	2005	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648405	Peru	Tambopata	2005	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648450	Peru	Huamanga	2005	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648403	Peru	Condorcanqui	2005	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648420	Peru	Condorcanqui	2005	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648542	Peru	La Mar	2005	Donkey	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648422	Peru	Huanta	2005	Donkey	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648399	Peru	El Dorado	2006	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648398	Peru	El Dorado	2006	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648482	Peru	Chincheros	2006	Bat	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648492	Peru	Chincheros	2006	Bat	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648407	Peru	Condorcanqui	2006	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648544	Peru	Oxapampa	2006	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648483	Peru	Chincheros	2006	Bat	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648493	Peru	Chincheros	2006	Bat	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648520	Peru	Andahuaylas	2006	Bat	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648523	Peru	Andahuaylas	2006	Bat	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648524	Peru	Chincheros	2006	Bat	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648484	Peru	Chincheros	2006	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648543	Peru	Oxapampa	2006	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648494	Peru	Chincheros	2006	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648480	Peru	Chincheros	2006	Bat	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648491	Peru	Chincheros	2006	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648521	Peru	Andahuaylas	2006	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648490	Peru	Chincheros	2006	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648453	Peru	La Mar	2006	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648461	Peru	Huamanga	2006	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648452	Peru	La Mar	2006	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648462	Peru	La Mar	2006	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648496	Peru	Chincheros	2006	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648481	Peru	Chincheros	2006	Bat	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648470	Peru	La Mar	2006	Bat	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648473	Peru	La Mar	2006	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648519	Peru	Andahuaylas	2006	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648510	Peru	Andahuaylas	2006	Bat	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648515	Peru	Andahuaylas	2006	Bat	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648469	Peru	La Mar	2006	Goat	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648512	Peru	Andahuaylas	2006	Bat	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648514	Peru	Andahuaylas	2006	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648488	Peru	Chincheros	2006	Bat	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648430	Peru	Luya	2006	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648434	Peru	Tambopata	2007	Human	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648546	Peru	Tambopata	2007	Potus flavus	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648435	Peru	Tambopata	2007	Human	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648487	Peru	Vilcashuaman	2007	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648486	Peru	Vilcashuaman	2007	Goat	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648437	Peru	Tambopata	2007	Human	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648436	Peru	Tambopata	2007	Human	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648441	Peru	Carabaya	2007	Human	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648442	Peru	Quispicanchi	2007	Human	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648440	Peru	Quispicanchi	2007	Human	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648423	Peru	Tocache	2007	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648443	Peru	Quispicanchi	2007	Human	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648439	Peru	Carabaya	2007	Human	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648438	Peru	Cusco	2007	Human	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648449	Peru	Huamanga	2007	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648479	Peru	Chincheros	2007	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648516	Peru	Andahuaylas	2007	Bat	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648432	Peru	Moyobamba	2007	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648485	Peru	Chincheros	2007	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648396	Peru	La Convencion	2007	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648392	Peru	La Convencion	2007	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648478	Peru	Chincheros	2007	Bat	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648477	Peru	Chincheros	2007	Bat	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648411	Peru	La Mar	2007	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648464	Peru	Huamanga	2007	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648455	Peru	La Mar	2007	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648517	Peru	Andahuaylas	2007	Bat	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648511	Peru	Andahuaylas	2007	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648445	Peru	La Mar	2007	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648410	Peru	Leoncio Prado	2007	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648476	Peru	Chincheros	2007	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648446	Peru	La Mar	2007	Bovine	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JX648545	Peru	Carabaya	2007	Histiotus montanus	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
